"refseq_gene_id","ensembl_gene_id","external_gene_name","entrezgene"
"","ENSMUSG00000030748","Il4ra",16190
"","ENSMUSG00000030750","Nsmce1",67711
"","ENSMUSG00000030751","Psma1",26440
"","ENSMUSG00000030752","Kdm8",77035
"","ENSMUSG00000030753","Thap12",72981
"","ENSMUSG00000030754","Copb1",70349
"","ENSMUSG00000030757","Zkscan2",210162
"","ENSMUSG00000030759","Far1",67420
"","ENSMUSG00000030760","Acer3",66190
"","ENSMUSG00000030761","Myo7a",17921
"","ENSMUSG00000030762","Aqp8",11833
"","ENSMUSG00000030763","Lcmt1",30949
"","ENSMUSG00000030766","Arhgap17",70497
"","ENSMUSG00000030768","Disp1",68897
"","ENSMUSG00000030769","Slc5a11",233836
"","ENSMUSG00000030770","Parva",57342
"","ENSMUSG00000030771","Micalcl",100504195
"","ENSMUSG00000030774","Pak1",18479
"","ENSMUSG00000030779","Rbbp6",19647
"","ENSMUSG00000030780","BC017158",233913
"","ENSMUSG00000030781","Slc5a2",246787
"","ENSMUSG00000030782","Tgfb1i1",21804
"","ENSMUSG00000030786","Itgam",16409
"","ENSMUSG00000030787","Lyve1",114332
"","ENSMUSG00000030788","Rnf141",67150
"","ENSMUSG00000030789","Itgax",16411
"","ENSMUSG00000030790","Adm",11535
"","ENSMUSG00000030792","Dkkl1",50722
"","ENSMUSG00000030793","Pycard",66824
"","ENSMUSG00000030795","Fus",233908
"","ENSMUSG00000030796","Tead2",21677
"","ENSMUSG00000030798","Cd37",12493
"","ENSMUSG00000030800","Prss8",76560
"","ENSMUSG00000030801","Kat8",67773
"","ENSMUSG00000030802","Bckdk",12041
"","ENSMUSG00000030804","Gm21974",NA
"","ENSMUSG00000030805","Stx4a",20909
"","ENSMUSG00000030806","Stx1b",56216
"","ENSMUSG00000030811","Fbxl19",233902
"","ENSMUSG00000030814","Bcl7c",12055
"","ENSMUSG00000030815","Phkg2",68961
"","ENSMUSG00000030816","Rnf40",233900
"","ENSMUSG00000030822","Prr14",233895
"","ENSMUSG00000030823","9130019O22Rik",78921
"","ENSMUSG00000030824","Nucb1",18220
"","ENSMUSG00000030825","Hsd17b14",66065
"","ENSMUSG00000030826","Bcat2",12036
"","ENSMUSG00000030830","Itgal",16408
"","ENSMUSG00000030834","Abcc6",27421
"","ENSMUSG00000030835","Nomo1",211548
"","ENSMUSG00000030838","Ush1c",72088
"","ENSMUSG00000030839","Sergef",27414
"","ENSMUSG00000030842","Lamtor1",66508
"","ENSMUSG00000030844","Rgs10",67865
"","ENSMUSG00000030846","Tial1",21843
"","ENSMUSG00000030849","Fgfr2",14183
"","ENSMUSG00000030850","Ate1",11907
"","ENSMUSG00000030851","Ldhc",16833
"","ENSMUSG00000030852","Tacc2",57752
"","ENSMUSG00000030854","Ptpn5",19259
"","ENSMUSG00000030858","1700007K09Rik",69318
"","ENSMUSG00000030859","Fam24a",68223
"","ENSMUSG00000030861","Acadsb",66885
"","ENSMUSG00000030862","Cpxm2",55987
"","ENSMUSG00000030865","Chp2",70261
"","ENSMUSG00000030867","Plk1",18817
"","ENSMUSG00000030868","Dctn5",59288
"","ENSMUSG00000030869","Ndufab1",70316
"","ENSMUSG00000030870","Ubfd1",28018
"","ENSMUSG00000030871","Ears2",67417
"","ENSMUSG00000030872","Gga2",74105
"","ENSMUSG00000030873","Scnn1b",20277
"","ENSMUSG00000030876","Mettl9",59052
"","ENSMUSG00000030877","Mfsd13b",74466
"","ENSMUSG00000030878","Cdr2",12585
"","ENSMUSG00000030879","Mrpl17",27397
"","ENSMUSG00000030880","Polr3e",26939
"","ENSMUSG00000030881","Arfip2",76932
"","ENSMUSG00000030882","Dnhd1",77505
"","ENSMUSG00000030884","Uqcrc2",67003
"","ENSMUSG00000030887","Pdzd9",67983
"","ENSMUSG00000030888","Rrp8",101867
"","ENSMUSG00000030889","Vwa3a",233813
"","ENSMUSG00000030890","Ilk",16202
"","ENSMUSG00000030894","Tpp1",12751
"","ENSMUSG00000030895","Hpx",15458
"","ENSMUSG00000030897","Cnga4",233649
"","ENSMUSG00000030898","Cckbr",12426
"","ENSMUSG00000030905","Crym",12971
"","ENSMUSG00000030911","Zp2",22787
"","ENSMUSG00000030917","Tmem159",233806
"","ENSMUSG00000030921","Trim30a",20128
"","ENSMUSG00000030922","Lyrm1",73919
"","ENSMUSG00000030924","Rexo5",434234
"","ENSMUSG00000030929","Eri2",71151
"","ENSMUSG00000030930","Chst15",77590
"","ENSMUSG00000030934","Oat",18242
"","ENSMUSG00000030935","Acsm3",20216
"","ENSMUSG00000030942","Thumpd1",233802
"","ENSMUSG00000030945","Acsm2",233799
"","ENSMUSG00000030946","Lhpp",76429
"","ENSMUSG00000030954","Gp2",67133
"","ENSMUSG00000030956","Fam53b",77938
"","ENSMUSG00000030960","Eef1akmt2",72096
"","ENSMUSG00000030963","Umod",22242
"","ENSMUSG00000030965","Abraxas2",109359
"","ENSMUSG00000030966","Trim21",20821
"","ENSMUSG00000030967","Zranb1",360216
"","ENSMUSG00000030968","Pdilt",71830
"","ENSMUSG00000030970","Ctbp2",13017
"","ENSMUSG00000030972","Acsm5",272428
"","ENSMUSG00000030978","Rrm1",20133
"","ENSMUSG00000030979","Uros",22276
"","ENSMUSG00000030980","Knop1",66356
"","ENSMUSG00000030981","Mmp21",214766
"","ENSMUSG00000030982","9030624J02Rik",71517
"","ENSMUSG00000030983","Bccip",66165
"","ENSMUSG00000030986","Dhx32",101437
"","ENSMUSG00000030987","Stim1",20866
"","ENSMUSG00000030990","Pgap2",233575
"","ENSMUSG00000030994","D7Ertd443e",71007
"","ENSMUSG00000030996","Art1",11870
"","ENSMUSG00000031004","Mki67",17345
"","ENSMUSG00000031007","Atp6ap2",70495
"","ENSMUSG00000031010","Usp9x",22284
"","ENSMUSG00000031012","Cask",12361
"","ENSMUSG00000031015","Swap70",20947
"","ENSMUSG00000031021","Tmem9b",56786
"","ENSMUSG00000031022","BC051019",57355
"","ENSMUSG00000031023","Akip1",57373
"","ENSMUSG00000031024","St5",76954
"","ENSMUSG00000031026","Trim66",330627
"","ENSMUSG00000031027","Stk33",117229
"","ENSMUSG00000031028","Tub",22141
"","ENSMUSG00000031029","Eif3f",66085
"","ENSMUSG00000031060","Rbm10",236732
"","ENSMUSG00000031060","Rbm10",433287
"","ENSMUSG00000031065","Cdk16",18555
"","ENSMUSG00000031066","Usp11",236733
"","ENSMUSG00000031068","Glrx3",30926
"","ENSMUSG00000031070","Mrgprf",211577
"","ENSMUSG00000031072","Oraov1",72284
"","ENSMUSG00000031073","Fgf15",14170
"","ENSMUSG00000031074","Fgf3",14174
"","ENSMUSG00000031075","Ano1",101772
"","ENSMUSG00000031078","Cttn",13043
"","ENSMUSG00000031079","Zfp300",245368
"","ENSMUSG00000031085","Gm498",102636989
"","ENSMUSG00000031090","Nadsyn1",78914
"","ENSMUSG00000031093","Dock11",75974
"","ENSMUSG00000031095","Cul4b",72584
"","ENSMUSG00000031097","Tnni2",21953
"","ENSMUSG00000031098","Syt8",55925
"","ENSMUSG00000031099","Smarca1",93761
"","ENSMUSG00000031103","Elf4",56501
"","ENSMUSG00000031105","Slc25a14",20523
"","ENSMUSG00000031107","Rbmx2",209003
"","ENSMUSG00000031109","Enox2",209224
"","ENSMUSG00000031111","Igsf1",209268
"","ENSMUSG00000031112","Stk26",70415
"","ENSMUSG00000031118","1700080O16Rik",74279
"","ENSMUSG00000031129","Slc9a9",331004
"","ENSMUSG00000031131","Vgll1",170828
"","ENSMUSG00000031133","Arhgef6",73341
"","ENSMUSG00000031134","Rbmx",19655
"","ENSMUSG00000031137","Fgf13",14168
"","ENSMUSG00000031139","Mcf2",109904
"","ENSMUSG00000031142","Cacna1f",54652
"","ENSMUSG00000031143","Ccdc22",54638
"","ENSMUSG00000031144","Syp",20977
"","ENSMUSG00000031145","Prickle3",54630
"","ENSMUSG00000031146","Plp2",18824
"","ENSMUSG00000031148","Gpkow",209416
"","ENSMUSG00000031150","Ccdc120",54648
"","ENSMUSG00000031153","Gripap1",54645
"","ENSMUSG00000031154","Otud5",54644
"","ENSMUSG00000031155","Pim2",18715
"","ENSMUSG00000031156","Slc35a2",22232
"","ENSMUSG00000031157","Pqbp1",54633
"","ENSMUSG00000031158","Timm17b",NA
"","ENSMUSG00000031161","Hdac6",15185
"","ENSMUSG00000031162","Gata1",14460
"","ENSMUSG00000031165","Was",22376
"","ENSMUSG00000031166","Wdr13",73447
"","ENSMUSG00000031167","Rbm3",19652
"","ENSMUSG00000031168","Ebp",13595
"","ENSMUSG00000031169","Porcn",53627
"","ENSMUSG00000031170","Slc38a5",209837
"","ENSMUSG00000031171","Ftsj1",54632
"","ENSMUSG00000031173","Otc",18416
"","ENSMUSG00000031174","Rpgr",19893
"","ENSMUSG00000031176","Dynlt3",67117
"","ENSMUSG00000031179","3830417A13Rik",70696
"","ENSMUSG00000031182","4930447F04Rik",NA
"","ENSMUSG00000031189","Aff2",14266
"","ENSMUSG00000031194","4931400O07Rik",NA
"","ENSMUSG00000031196","F8",14069
"","ENSMUSG00000031197","Vbp1",22327
"","ENSMUSG00000031198","Fundc2",67391
"","ENSMUSG00000031200","Mtcp1",17763
"","ENSMUSG00000031201","Brcc3",210766
"","ENSMUSG00000031204","Asb12",70392
"","ENSMUSG00000031207","Msn",17698
"","ENSMUSG00000031209","Heph",15203
"","ENSMUSG00000031210","Gpr165",76206
"","ENSMUSG00000031214","Ophn1",94190
"","ENSMUSG00000031216","Stard8",236920
"","ENSMUSG00000031217","Efnb1",13641
"","ENSMUSG00000031221","Igbp1",18518
"","ENSMUSG00000031226","Pbdc1",67683
"","ENSMUSG00000031229","Atrx",22589
"","ENSMUSG00000031231","Cox7b",66142
"","ENSMUSG00000031232","Magt1",67075
"","ENSMUSG00000031241","Tbx22",245572
"","ENSMUSG00000031242","2610002M06Rik",67028
"","ENSMUSG00000031246","Sh3bgrl",56726
"","ENSMUSG00000031255","Sytl4",27359
"","ENSMUSG00000031256","Cstf2",108062
"","ENSMUSG00000031257","Nox1",237038
"","ENSMUSG00000031258","Xkrx",331524
"","ENSMUSG00000031262","Cenpi",102920
"","ENSMUSG00000031264","Btk",12229
"","ENSMUSG00000031266","Gla",11605
"","ENSMUSG00000031271","Serpina7",331535
"","ENSMUSG00000031273","Col4a6",94216
"","ENSMUSG00000031274","Col4a5",12830
"","ENSMUSG00000031278","Acsl4",50790
"","ENSMUSG00000031283","Chrdl1",83453
"","ENSMUSG00000031284","Pak3",18481
"","ENSMUSG00000031285","Dcx",13193
"","ENSMUSG00000031289","Il13ra2",16165
"","ENSMUSG00000031290","Lrch2",210297
"","ENSMUSG00000031292","Cdkl5",382253
"","ENSMUSG00000031293","Rs1",20147
"","ENSMUSG00000031294","D630029K05Rik",NA
"","ENSMUSG00000031295","Phka2",110094
"","ENSMUSG00000031297","Slc7a3",11989
"","ENSMUSG00000031298","Adgrg2",237175
"","ENSMUSG00000031299","Pdha1",18597
"","ENSMUSG00000031302","Nlgn3",245537
"","ENSMUSG00000031304","Il2rg",16186
"","ENSMUSG00000031309","Rps6ka3",110651
"","ENSMUSG00000031310","Zmym3",56364
"","ENSMUSG00000031311","Nono",53610
"","ENSMUSG00000031312","Itgb1bp2",26549
"","ENSMUSG00000031314","Taf1",270627
"","ENSMUSG00000031320","Rps4x",20102
"","ENSMUSG00000031323","Dmrtc1a",70887
"","ENSMUSG00000031325","4930519F16Rik",NA
"","ENSMUSG00000031328","Flna",192176
"","ENSMUSG00000031333","Abcb7",11306
"","ENSMUSG00000031337","Mtm1",17772
"","ENSMUSG00000031340","Gabre",14404
"","ENSMUSG00000031342","Gpm6b",14758
"","ENSMUSG00000031343","Gabra3",14396
"","ENSMUSG00000031347","Cetn2",26370
"","ENSMUSG00000031349","Nsdhl",18194
"","ENSMUSG00000031351","Zfp185",22673
"","ENSMUSG00000031352","Hccs",15159
"","ENSMUSG00000031353","Rbbp7",245688
"","ENSMUSG00000031354","Amelx",11704
"","ENSMUSG00000031355","Arhgap6",11856
"","ENSMUSG00000031357","Syap1",67043
"","ENSMUSG00000031358","Msl3",17692
"","ENSMUSG00000031360","Ctps2",55936
"","ENSMUSG00000031362","Xlr4c",72891
"","ENSMUSG00000031365","Zfp275",27081
"","ENSMUSG00000031367","Ap1s2",108012
"","ENSMUSG00000031370","Zrsr2",22184
"","ENSMUSG00000031371","Haus7",73738
"","ENSMUSG00000031373","Car5b",56078
"","ENSMUSG00000031375","Bgn",12111
"","ENSMUSG00000031376","Atp2b3",320707
"","ENSMUSG00000031377","Bmx",12169
"","ENSMUSG00000031378","Abcd1",11666
"","ENSMUSG00000031379","Pir",69656
"","ENSMUSG00000031380","Vegfd",14205
"","ENSMUSG00000031381","Piga",18700
"","ENSMUSG00000031382","Asb11",68854
"","ENSMUSG00000031385","Plxnb3",140571
"","ENSMUSG00000031386","Hcfc1",15161
"","ENSMUSG00000031387","Renbp",19703
"","ENSMUSG00000031388","Naa10",56292
"","ENSMUSG00000031389","Arhgap4",171207
"","ENSMUSG00000031390","Avpr2",12000
"","ENSMUSG00000031391","L1cam",16728
"","ENSMUSG00000031392","Irak1",16179
"","ENSMUSG00000031393","Mecp2",17257
"","ENSMUSG00000031394","Opn1mw",14539
"","ENSMUSG00000031397","Tktl1",83553
"","ENSMUSG00000031398","Plxna3",18846
"","ENSMUSG00000031399","Fam3a",66294
"","ENSMUSG00000031400","G6pdx",14381
"","ENSMUSG00000031402","Mpp1",17524
"","ENSMUSG00000031403","Dkc1",245474
"","ENSMUSG00000031410","Nxf7",170722
"","ENSMUSG00000031411","Prame",75829
"","ENSMUSG00000031422","Morf4l2",56397
"","ENSMUSG00000031425","Plp1",18823
"","ENSMUSG00000031428","Zcchc18",66995
"","ENSMUSG00000031430","Vsig1",78789
"","ENSMUSG00000031431","Tsc22d3",14605
"","ENSMUSG00000031432","Prps1",19139
"","ENSMUSG00000031433","Rbm41",237073
"","ENSMUSG00000031434","Morc4",75746
"","ENSMUSG00000031438","Rnf128",66889
"","ENSMUSG00000031441","Atp11a",50770
"","ENSMUSG00000031442","Mcf2l",17207
"","ENSMUSG00000031444","F10",14058
"","ENSMUSG00000031445","Proz",66901
"","ENSMUSG00000031446","Cul4a",99375
"","ENSMUSG00000031447","Lamp1",16783
"","ENSMUSG00000031448","Adprhl1",234072
"","ENSMUSG00000031449","Atp4b",11945
"","ENSMUSG00000031450","Grk1",24013
"","ENSMUSG00000031452","1700029H14Rik",66501
"","ENSMUSG00000031453","Rasa3",19414
"","ENSMUSG00000031458","Coprs",66423
"","ENSMUSG00000031461","Myom2",17930
"","ENSMUSG00000031465","Angpt2",11601
"","ENSMUSG00000031467","Agpat5",52123
"","ENSMUSG00000031478","Nek3",23954
"","ENSMUSG00000031479","Vps36",70160
"","ENSMUSG00000031481","Tpte",234129
"","ENSMUSG00000031482","Slc25a15",18408
"","ENSMUSG00000031483","Erlin2",244373
"","ENSMUSG00000031485","Plpbp",114863
"","ENSMUSG00000031486","Adgra2",78560
"","ENSMUSG00000031487","Brf2",66653
"","ENSMUSG00000031488","Rab11fip1",75767
"","ENSMUSG00000031489","Adrb3",11556
"","ENSMUSG00000031490","Eif4ebp1",13685
"","ENSMUSG00000031492","Chrnb3",108043
"","ENSMUSG00000031493","Ggn",243897
"","ENSMUSG00000031494","Cd209a",170786
"","ENSMUSG00000031495","Cd209d",170779
"","ENSMUSG00000031497","Tnfsf13b",24099
"","ENSMUSG00000031502","Col4a1",12826
"","ENSMUSG00000031503","Col4a2",12827
"","ENSMUSG00000031505","Naxd",69225
"","ENSMUSG00000031506","Ptpn7",320139
"","ENSMUSG00000031508","Ankrd10",102334
"","ENSMUSG00000031509","1700016D06Rik",76413
"","ENSMUSG00000031510","1700128E19Rik",NA
"","ENSMUSG00000031511","Arhgef7",54126
"","ENSMUSG00000031512","Tex29",75528
"","ENSMUSG00000031516","Dctn6",22428
"","ENSMUSG00000031519","Asb5",76294
"","ENSMUSG00000031520","Vegfc",22341
"","ENSMUSG00000031521","Aga",11593
"","ENSMUSG00000031523","Dlc1",50768
"","ENSMUSG00000031527","Eri1",67276
"","ENSMUSG00000031529","Tnks",21951
"","ENSMUSG00000031532","Saraf",67887
"","ENSMUSG00000031533","Mrps31",57312
"","ENSMUSG00000031536","Polb",18970
"","ENSMUSG00000031537","Ikbkb",16150
"","ENSMUSG00000031538","Plat",18791
"","ENSMUSG00000031539","Ap3m2",64933
"","ENSMUSG00000031540","Kat6a",244349
"","ENSMUSG00000031543","Ank1",11733
"","ENSMUSG00000031545","Gpat4",102247
"","ENSMUSG00000031549","Ido2",209176
"","ENSMUSG00000031552","Adam18",13524
"","ENSMUSG00000031553","Adam3",11497
"","ENSMUSG00000031554","Adam5",11499
"","ENSMUSG00000031555","Adam9",11502
"","ENSMUSG00000031556","Tm2d2",69742
"","ENSMUSG00000031557","Plekha2",83436
"","ENSMUSG00000031558","Slit2",20563
"","ENSMUSG00000031559","4930555F03Rik",NA
"","ENSMUSG00000031561","Tenm3",23965
"","ENSMUSG00000031562","Dctd",320685
"","ENSMUSG00000031563","Wwc2",52357
"","ENSMUSG00000031565","Fgfr1",14182
"","ENSMUSG00000031568","Rwdd4a",192174
"","ENSMUSG00000031570","Plpp5",71910
"","ENSMUSG00000031574","Star",20845
"","ENSMUSG00000031575","Ash2l",23808
"","ENSMUSG00000031576","Kcnu1",16532
"","ENSMUSG00000031577","Tti2",234138
"","ENSMUSG00000031578","Mak16",67920
"","ENSMUSG00000031583","Wrn",22427
"","ENSMUSG00000031584","Gsr",14782
"","ENSMUSG00000031585","Gtf2e2",68153
"","ENSMUSG00000031586","Rbpms",19663
"","ENSMUSG00000031590","Frg1",14300
"","ENSMUSG00000031591","Asah1",11886
"","ENSMUSG00000031592","Pcm1",18536
"","ENSMUSG00000031594","Fgl1",234199
"","ENSMUSG00000031595","Pdgfrl",68797
"","ENSMUSG00000031596","Slc7a2",11988
"","ENSMUSG00000031601","Cnot7",18983
"","ENSMUSG00000031603","Fgf20",80857
"","ENSMUSG00000031604","Msmo1",66234
"","ENSMUSG00000031605","Klhl2",77113
"","ENSMUSG00000031608","Galnt7",108150
"","ENSMUSG00000031616","Ednra",13617
"","ENSMUSG00000031617","Tmem184c",234463
"","ENSMUSG00000031618","Nr3c2",110784
"","ENSMUSG00000031620","Iqcm",71831
"","ENSMUSG00000031622","Sin3b",20467
"","ENSMUSG00000031626","Sorbs2",234214
"","ENSMUSG00000031627","Irf2",16363
"","ENSMUSG00000031628","Casp3",12367
"","ENSMUSG00000031629","Cenpu",71876
"","ENSMUSG00000031631","Cfap97",66756
"","ENSMUSG00000031633","Slc25a4",11739
"","ENSMUSG00000031634","Ufsp2",192169
"","ENSMUSG00000031635","Anxa10",26359
"","ENSMUSG00000031636","Pdlim3",53318
"","ENSMUSG00000031637","Lrp2bp",67620
"","ENSMUSG00000031639","Tlr3",142980
"","ENSMUSG00000031640","Gm45753",NA
"","ENSMUSG00000031641","Cbr4",234309
"","ENSMUSG00000031642","Sh3rf1",59009
"","ENSMUSG00000031644","Nek1",18004
"","ENSMUSG00000031645","F11",109821
"","ENSMUSG00000031651","Triml1",244448
"","ENSMUSG00000031652","N4bp1",80750
"","ENSMUSG00000031654","Cbln1",12404
"","ENSMUSG00000031657","Heatr3",234549
"","ENSMUSG00000031659","Adcy7",11513
"","ENSMUSG00000031660","Brd7",26992
"","ENSMUSG00000031661","Nkd1",93960
"","ENSMUSG00000031662","Snx20",71607
"","ENSMUSG00000031666","Rbl2",19651
"","ENSMUSG00000031667","Aktip",14339
"","ENSMUSG00000031668","Eif2ak3",13666
"","ENSMUSG00000031669","Gins3",78833
"","ENSMUSG00000031671","Setd6",66083
"","ENSMUSG00000031672","Got2",14719
"","ENSMUSG00000031673","Cdh11",12552
"","ENSMUSG00000031681","Smad1",17125
"","ENSMUSG00000031682","1700011L22Rik",67687
"","ENSMUSG00000031683","Lsm6",78651
"","ENSMUSG00000031684","Slc10a7",76775
"","ENSMUSG00000031691","Tnpo2",212999
"","ENSMUSG00000031696","Vps35",65114
"","ENSMUSG00000031697","Orc6",56452
"","ENSMUSG00000031698","Mylk3",213435
"","ENSMUSG00000031700","Gpt2",108682
"","ENSMUSG00000031701","Dnaja2",56445
"","ENSMUSG00000031703","Itfg1",71927
"","ENSMUSG00000031706","Rfx1",19724
"","ENSMUSG00000031708","Tecr",106529
"","ENSMUSG00000031709","Tbc1d9",71310
"","ENSMUSG00000031711","Zfp330",30932
"","ENSMUSG00000031712","Il15",16168
"","ENSMUSG00000031714","Gab1",14388
"","ENSMUSG00000031715","Smarca5",93762
"","ENSMUSG00000031722","Hp",15439
"","ENSMUSG00000031723","Txnl4b",234723
"","ENSMUSG00000031725","Ces1f",234564
"","ENSMUSG00000031727","Pmfbp1",56523
"","ENSMUSG00000031728","Zfp821",75871
"","ENSMUSG00000031729","Ist1",71955
"","ENSMUSG00000031730","Dhodh",56749
"","ENSMUSG00000031731","Ap1g1",11765
"","ENSMUSG00000031732","Phlpp2",244650
"","ENSMUSG00000031736","Crnde",NA
"","ENSMUSG00000031737","Irx5",54352
"","ENSMUSG00000031740","Mmp2",17390
"","ENSMUSG00000031748","Gnao1",14681
"","ENSMUSG00000031749","St3gal2",20444
"","ENSMUSG00000031750","Il34",76527
"","ENSMUSG00000031751","Amfr",23802
"","ENSMUSG00000031753","Cog4",102339
"","ENSMUSG00000031754","Nudt21",68219
"","ENSMUSG00000031755","Bbs2",67378
"","ENSMUSG00000031756","Cenpn",72155
"","ENSMUSG00000031760","Mt3",17751
"","ENSMUSG00000031762","Mt2",17750
"","ENSMUSG00000031765","Mt1",17748
"","ENSMUSG00000031766","Slc12a3",20497
"","ENSMUSG00000031770","Herpud1",64209
"","ENSMUSG00000031772","Cntnap4",170571
"","ENSMUSG00000031774","Fam192a",102122
"","ENSMUSG00000031775","Pllp",67801
"","ENSMUSG00000031776","Arl2bp",107566
"","ENSMUSG00000031778","Cx3cl1",20312
"","ENSMUSG00000031779","Ccl22",20299
"","ENSMUSG00000031781","Ciapin1",109006
"","ENSMUSG00000031782","Coq9",67914
"","ENSMUSG00000031783","Polr2c",20021
"","ENSMUSG00000031785","Adgrg1",14766
"","ENSMUSG00000031786","Drc7",330830
"","ENSMUSG00000031787","Katnb1",74187
"","ENSMUSG00000031788","Kifc3",16582
"","ENSMUSG00000031789","Cngb1",333329
"","ENSMUSG00000031790","Mmp15",17388
"","ENSMUSG00000031791","Tmem38a",74166
"","ENSMUSG00000031792","Usb1",101985
"","ENSMUSG00000031796","Cfap20",14894
"","ENSMUSG00000031799","Tpm4",326618
"","ENSMUSG00000031802","Phxr4",NA
"","ENSMUSG00000031805","Jak3",16453
"","ENSMUSG00000031807","Pgls",66171
"","ENSMUSG00000031808","Slc27a1",26457
"","ENSMUSG00000031809","1700018B08Rik",76405
"","ENSMUSG00000031812","Map1lc3b",67443
"","ENSMUSG00000031813","Mvb12a",73711
"","ENSMUSG00000031816","Mthfsd",234814
"","ENSMUSG00000031818","Cox4i1",12857
"","ENSMUSG00000031819","Emc8",18117
"","ENSMUSG00000031820","Babam1",68251
"","ENSMUSG00000031821","Gins2",272551
"","ENSMUSG00000031822","Gse1",382034
"","ENSMUSG00000031823","Zdhhc7",102193
"","ENSMUSG00000031824","6430548M08Rik",234797
"","ENSMUSG00000031825","Crispld2",78892
"","ENSMUSG00000031826","Usp10",22224
"","ENSMUSG00000031827","Cotl1",72042
"","ENSMUSG00000031828","Klhl36",234796
"","ENSMUSG00000031832","Taf1c",21341
"","ENSMUSG00000031833","Mast3",546071
"","ENSMUSG00000031834","Pik3r2",18709
"","ENSMUSG00000031835","Mbtps1",56453
"","ENSMUSG00000031837","Necab2",117148
"","ENSMUSG00000031838","Ifi30",NA
"","ENSMUSG00000031839","Hsbp1",68196
"","ENSMUSG00000031840","Rab3a",19339
"","ENSMUSG00000031841","Cdh13",12554
"","ENSMUSG00000031842","Pde4c",110385
"","ENSMUSG00000031843","Mphosph6",68533
"","ENSMUSG00000031844","Hsd17b2",15486
"","ENSMUSG00000031845","Bco1",63857
"","ENSMUSG00000031847","1700030J22Rik",69528
"","ENSMUSG00000031848","Lsm4",50783
"","ENSMUSG00000031849","Comp",12845
"","ENSMUSG00000031851","Ntpcr",66566
"","ENSMUSG00000031858","Mau2",74549
"","ENSMUSG00000031860","Pbx4",80720
"","ENSMUSG00000031861","Lpar2",53978
"","ENSMUSG00000031864","Ints10",70885
"","ENSMUSG00000031865","Dctn1",13191
"","ENSMUSG00000031870","Pgr",18667
"","ENSMUSG00000031871","Cdh5",12562
"","ENSMUSG00000031872","Bean1",65115
"","ENSMUSG00000031875","Cmtm3",68119
"","ENSMUSG00000031876","Gm45711",NA
"","ENSMUSG00000031877","Ces2g",72361
"","ENSMUSG00000031878","Nae1",234664
"","ENSMUSG00000031879","Fam96b",68523
"","ENSMUSG00000031880","Rrad",56437
"","ENSMUSG00000031881","Cdh16",12556
"","ENSMUSG00000031883","Car7",12354
"","ENSMUSG00000031885","Cbfb",12400
"","ENSMUSG00000031887","Tradd",71609
"","ENSMUSG00000031889","D230025D16Rik",234678
"","ENSMUSG00000031893","Tsnaxip1",72236
"","ENSMUSG00000031896","Ctrl",109660
"","ENSMUSG00000031897","Psmb10",19171
"","ENSMUSG00000031901","Dus2",66369
"","ENSMUSG00000031902","Nfatc3",18021
"","ENSMUSG00000031903","Pla2g15",192654
"","ENSMUSG00000031904","Slc7a6",330836
"","ENSMUSG00000031906","Smpd3",58994
"","ENSMUSG00000031907","Zfp90",22751
"","ENSMUSG00000031910","Has3",15118
"","ENSMUSG00000031913","Vps4a",116733
"","ENSMUSG00000031916","Cog8",97484
